Transaction_ID,Date,Category,Subcategory,Description,Amount,Type,Payment_Method,Merchant,City
TXN01448,2025-07-20,Entertainment,Games,Games,155.21,Expense,Cash,Spotify,Delhi
TXN00010,2025-07-21,Bills,Utilities,Utilities,391.07,Expense,Cash,Jio,Nagpur
TXN00390,2025-07-21,Entertainment,Games,Games,185.95,Expense,Debit Card,Spotify,Nagpur
TXN00476,2025-07-21,Freelance,Project Income,Project Income,50837.73,Income,Debit Card,Company Bonus,Pune
TXN01065,2025-07-21,Travel,Vacation,Vacation,14289.24,Expense,Debit Card,OYO,Pune
TXN01164,2025-07-22,Salary,Monthly Salary,Monthly Salary,64947.05,Income,UPI,Bank,Delhi
TXN00864,2025-07-23,Food,Food Delivery,Food Delivery,139.65,Expense,Bank Transfer,Reliance Fresh,Pune
TXN00872,2025-07-23,Freelance,Project Income,Project Income,57281.69,Income,Cash,Freelance Client,Hyderabad
TXN01045,2025-07-23,Bonus,Performance Bonus,Performance Bonus,29158.74,Income,Debit Card,Company Bonus,Delhi
TXN00329,2025-07-24,Food,Food Delivery,Food Delivery,116.15,Expense,Credit Card,Cafe Coffee Day,Pune
TXN01117,2025-07-24,Shopping,Clothing,Clothing,5055.32,Expense,Credit Card,Amazon,Delhi
TXN01360,2025-07-24,Bills,Utilities,Utilities,3973.51,Expense,Cash,MSEDCL,Delhi
TXN00537,2025-07-25,Food,Groceries,Groceries,445.63,Expense,Cash,Cafe Coffee Day,Mumbai
TXN00586,2025-07-25,Investments,SIP,SIP,2963.31,Expense,Debit Card,HDFC Securities,Hyderabad
TXN00017,2025-07-26,Food,Restaurant,Restaurant,110.65,Expense,UPI,Reliance Fresh,Bengaluru
TXN00358,2025-07-26,Investments,FD,FD,6073.83,Expense,Debit Card,HDFC Securities,Pune
TXN00564,2025-07-26,Travel,Flights,Flights,6189.29,Expense,Credit Card,IRCTC,Delhi
TXN00681,2025-07-26,Transport,Cab,Cab,944.59,Expense,Credit Card,Ola,Mumbai
TXN00848,2025-07-26,Transport,Fuel,Fuel,302.97,Expense,Bank Transfer,HP Petrol,Hyderabad
TXN00495,2025-07-27,Bills,Internet,Internet,461.74,Expense,Debit Card,Airtel,Hyderabad
TXN00974,2025-07-27,Education,Course,Course,7853.35,Expense,Credit Card,Coursera,Hyderabad
TXN01314,2025-07-27,Freelance,Project Income,Project Income,31753.45,Income,UPI,Employer,Hyderabad
TXN00604,2025-07-29,Bills,Utilities,Utilities,4997.86,Expense,Credit Card,ACT Fibernet,Bengaluru
TXN00867,2025-07-30,Entertainment,Movies,Movies,1421.16,Expense,Credit Card,Netflix,Mumbai
TXN00971,2025-07-31,Food,Food Delivery,Food Delivery,1558.98,Expense,UPI,Swiggy,Delhi
TXN01042,2025-07-31,Transport,Parking,Parking,1498.22,Expense,Credit Card,Ola,Mumbai
TXN00339,2025-08-02,Interest,Bank Interest,Bank Interest,64554.98,Income,Cash,Employer,Delhi
TXN00878,2025-08-02,Food,Restaurant,Restaurant,474.21,Expense,UPI,Cafe Coffee Day,Hyderabad
TXN00002,2025-08-03,Interest,Bank Interest,Bank Interest,37142.93,Income,Debit Card,Employer,Delhi
TXN00568,2025-08-03,Travel,Local Travel,Local Travel,1107.52,Expense,Credit Card,IndiGo,Nagpur
TXN00839,2025-08-03,Travel,Local Travel,Local Travel,19248.93,Expense,Credit Card,MakeMyTrip,Mumbai
TXN00125,2025-08-04,Bills,Utilities,Utilities,1287.91,Expense,Cash,MSEDCL,Bengaluru
TXN00233,2025-08-04,Food,Restaurant,Restaurant,2292.62,Expense,Debit Card,Zomato,Pune
TXN01261,2025-08-05,Bills,Utilities,Utilities,5020.98,Expense,Bank Transfer,Airtel,Mumbai
TXN00602,2025-08-06,Shopping,Clothing,Clothing,4258.1,Expense,UPI,Croma,Nagpur
TXN00902,2025-08-06,Entertainment,Streaming,Streaming,334.93,Expense,Bank Transfer,Spotify,Delhi
TXN01245,2025-08-06,Salary,Monthly Salary,Monthly Salary,35378.41,Income,Debit Card,Employer,Nagpur
TXN00776,2025-08-07,Food,Cafe,Cafe,473.15,Expense,Credit Card,Swiggy,Bengaluru
TXN00074,2025-08-08,Health,Healthcare,Healthcare,3727.99,Expense,UPI,Apollo Pharmacy,Mumbai
TXN00239,2025-08-08,Interest,Bank Interest,Bank Interest,65726.09,Income,UPI,Freelance Client,Nagpur
TXN00254,2025-08-08,Transport,Cab,Cab,218.1,Expense,Bank Transfer,Indian Oil,Pune
TXN00965,2025-08-08,Bills,Electricity,Electricity,2452.54,Expense,Debit Card,Airtel,Mumbai
TXN00855,2025-08-09,Investments,SIP,SIP,5157.86,Expense,UPI,Zerodha,Nagpur
TXN01012,2025-08-09,Entertainment,Games,Games,582.29,Expense,Credit Card,BookMyShow,Pune
TXN01306,2025-08-09,Bills,Electricity,Electricity,384.73,Expense,Bank Transfer,Jio,Bengaluru
TXN00069,2025-08-11,Bonus,Performance Bonus,Performance Bonus,43658.24,Income,Credit Card,Company Bonus,Bengaluru
TXN00298,2025-08-11,Transport,Fuel,Fuel,546.47,Expense,Debit Card,Ola,Nagpur
TXN00569,2025-08-11,Shopping,Home,Home,382.94,Expense,Cash,Amazon,Bengaluru
TXN00650,2025-08-12,Food,Food Delivery,Food Delivery,353.08,Expense,Credit Card,Zomato,Hyderabad
TXN00178,2025-08-14,Food,Groceries,Groceries,1428.85,Expense,Bank Transfer,Reliance Fresh,Hyderabad
TXN00301,2025-08-14,Bonus,Performance Bonus,Performance Bonus,28347.69,Income,UPI,Employer,Mumbai
TXN00953,2025-08-14,Shopping,Electronics,Electronics,417.06,Expense,Debit Card,Myntra,Delhi
TXN01214,2025-08-14,Bills,Electricity,Electricity,652.64,Expense,Bank Transfer,Airtel,Mumbai
TXN00157,2025-08-15,Shopping,Personal Care,Personal Care,508.73,Expense,UPI,Flipkart,Pune
TXN00290,2025-08-15,Shopping,Electronics,Electronics,6469.05,Expense,Bank Transfer,Flipkart,Nagpur
TXN00430,2025-08-15,Food,Restaurant,Restaurant,382.16,Expense,Bank Transfer,Swiggy,Bengaluru
TXN00884,2025-08-15,Investments,Mutual Fund,Mutual Fund,15515.0,Expense,Bank Transfer,SBI,Nagpur
TXN00296,2025-08-16,Health,Fitness,Fitness,386.35,Expense,Debit Card,Cult Fit,Pune
TXN00603,2025-08-16,Investments,Stocks,Stocks,2987.17,Expense,Debit Card,SBI,Bengaluru
TXN00648,2025-08-16,Bills,Electricity,Electricity,560.4,Expense,Bank Transfer,Airtel,Mumbai
TXN00077,2025-08-17,Entertainment,Movies,Movies,246.8,Expense,UPI,BookMyShow,Delhi
TXN00226,2025-08-17,Salary,Monthly Salary,Monthly Salary,37046.99,Income,Bank Transfer,Bank,Mumbai
TXN00999,2025-08-17,Freelance,Project Income,Project Income,54026.21,Income,UPI,Freelance Client,Pune
TXN01050,2025-08-17,Interest,Bank Interest,Bank Interest,36243.66,Income,Debit Card,Employer,Hyderabad
TXN01145,2025-08-17,Food,Groceries,Groceries,1753.14,Expense,Cash,Reliance Fresh,Hyderabad
TXN01037,2025-08-18,Food,Restaurant,Restaurant,347.81,Expense,UPI,Zomato,Delhi
TXN01071,2025-08-18,Bills,Internet,Internet,393.42,Expense,Debit Card,Jio,Hyderabad
TXN00683,2025-08-20,Food,Cafe,Cafe,127.16,Expense,Bank Transfer,Cafe Coffee Day,Bengaluru
TXN01420,2025-08-20,Food,Groceries,Groceries,1128.22,Expense,Cash,Zomato,Delhi
TXN00033,2025-08-21,Health,Fitness,Fitness,4685.46,Expense,UPI,Local Clinic,Bengaluru
TXN00066,2025-08-21,Shopping,Personal Care,Personal Care,4235.78,Expense,Cash,Flipkart,Mumbai
TXN00191,2025-08-21,Transport,Parking,Parking,346.22,Expense,Debit Card,Indian Oil,Delhi
TXN00304,2025-08-21,Entertainment,Streaming,Streaming,2812.0,Expense,Cash,Netflix,Mumbai
TXN00952,2025-08-21,Transport,Fuel,Fuel,267.79,Expense,UPI,HP Petrol,Hyderabad
TXN01026,2025-08-21,Transport,Public Transport,Public Transport,1045.84,Expense,Cash,Indian Oil,Nagpur
TXN01404,2025-08-21,Shopping,Clothing,Clothing,838.16,Expense,Bank Transfer,Amazon,Hyderabad
TXN00023,2025-08-22,Investments,Stocks,Stocks,5311.76,Expense,UPI,SBI,Bengaluru
TXN00525,2025-08-22,Transport,Public Transport,Public Transport,203.02,Expense,Debit Card,HP Petrol,Delhi
TXN01048,2025-08-22,Transport,Fuel,Fuel,273.76,Expense,Debit Card,HP Petrol,Nagpur
TXN00524,2025-08-23,Education,Books,Books,3757.56,Expense,Debit Card,Coursera,Bengaluru
TXN00988,2025-08-23,Travel,Vacation,Vacation,5661.44,Expense,Debit Card,IndiGo,Bengaluru
TXN00205,2025-08-24,Bills,Utilities,Utilities,485.69,Expense,Bank Transfer,MSEDCL,Hyderabad
TXN01013,2025-08-24,Transport,Parking,Parking,1028.0,Expense,Cash,Uber,Hyderabad
TXN01114,2025-08-24,Salary,Monthly Salary,Monthly Salary,26505.82,Income,UPI,Bank,Delhi
TXN01293,2025-08-24,Health,Doctor,Doctor,1798.22,Expense,Credit Card,Practo,Bengaluru
TXN01474,2025-08-24,Travel,Vacation,Vacation,2874.06,Expense,Bank Transfer,MakeMyTrip,Pune
TXN00585,2025-08-25,Investments,SIP,SIP,6398.41,Expense,UPI,SBI Mutual Fund,Delhi
TXN00638,2025-08-25,Shopping,Electronics,Electronics,5100.01,Expense,Credit Card,Flipkart,Delhi
TXN00663,2025-08-25,Travel,Local Travel,Local Travel,12145.92,Expense,Credit Card,IndiGo,Pune
TXN00891,2025-08-27,Travel,Flights,Flights,19030.86,Expense,Debit Card,MakeMyTrip,Pune
TXN00423,2025-08-29,Food,Food Delivery,Food Delivery,973.44,Expense,Credit Card,Zomato,Nagpur
TXN01273,2025-08-29,Travel,Vacation,Vacation,5305.13,Expense,Cash,MakeMyTrip,Hyderabad
TXN00007,2025-08-30,Food,Groceries,Groceries,217.24,Expense,Cash,Cafe Coffee Day,Bengaluru
TXN00210,2025-08-30,Bills,Electricity,Electricity,857.62,Expense,UPI,MSEDCL,Hyderabad
TXN00448,2025-08-30,Investments,SIP,SIP,2098.35,Expense,UPI,SBI,Pune
TXN00516,2025-08-30,Travel,Vacation,Vacation,1455.87,Expense,Bank Transfer,IndiGo,Nagpur
TXN00338,2025-08-31,Transport,Public Transport,Public Transport,90.22,Expense,Cash,Uber,Delhi
TXN00678,2025-08-31,Health,Pharmacy,Pharmacy,388.34,Expense,Cash,Cult Fit,Nagpur
TXN00917,2025-08-31,Food,Restaurant,Restaurant,675.98,Expense,Credit Card,Zomato,Mumbai
TXN01275,2025-08-31,Transport,Public Transport,Public Transport,68.43,Expense,Debit Card,HP Petrol,Delhi
TXN01296,2025-08-31,Food,Cafe,Cafe,137.52,Expense,Credit Card,Swiggy,Delhi
TXN00394,2025-09-02,Investments,Mutual Fund,Mutual Fund,21692.88,Expense,Bank Transfer,SBI Mutual Fund,Mumbai
TXN01426,2025-09-02,Interest,Bank Interest,Bank Interest,30358.95,Income,Bank Transfer,Employer,Nagpur
TXN00755,2025-09-04,Transport,Public Transport,Public Transport,145.6,Expense,Bank Transfer,Uber,Delhi
TXN00963,2025-09-05,Investments,Mutual Fund,Mutual Fund,20667.53,Expense,Bank Transfer,SBI Mutual Fund,Mumbai
TXN00624,2025-09-06,Food,Food Delivery,Food Delivery,145.43,Expense,Debit Card,Cafe Coffee Day,Mumbai
TXN01066,2025-09-06,Food,Groceries,Groceries,1043.26,Expense,UPI,Zomato,Hyderabad
TXN00540,2025-09-07,Bills,Internet,Internet,2283.15,Expense,Cash,Jio,Nagpur
TXN01395,2025-09-07,Food,Cafe,Cafe,208.17,Expense,Credit Card,Zomato,Pune
TXN00763,2025-09-08,Freelance,Project Income,Project Income,23659.21,Income,UPI,Company Bonus,Bengaluru
TXN00434,2025-09-09,Salary,Monthly Salary,Monthly Salary,23057.56,Income,Credit Card,Employer,Hyderabad
TXN00276,2025-09-10,Investments,Stocks,Stocks,7038.91,Expense,Bank Transfer,SBI Mutual Fund,Bengaluru
TXN00936,2025-09-10,Freelance,Project Income,Project Income,49189.29,Income,Cash,Freelance Client,Nagpur
TXN01023,2025-09-10,Transport,Fuel,Fuel,515.32,Expense,Debit Card,Indian Oil,Bengaluru
TXN01396,2025-09-10,Education,Books,Books,10345.68,Expense,Credit Card,Skill Course,Mumbai
TXN01469,2025-09-10,Entertainment,Movies,Movies,486.78,Expense,Bank Transfer,Steam,Mumbai
TXN00280,2025-09-11,Shopping,Home,Home,2729.54,Expense,Credit Card,Myntra,Pune
TXN00323,2025-09-11,Entertainment,Games,Games,1564.06,Expense,Debit Card,Netflix,Pune
TXN00804,2025-09-11,Freelance,Project Income,Project Income,41824.93,Income,Debit Card,Bank,Bengaluru
TXN01235,2025-09-11,Interest,Bank Interest,Bank Interest,43191.11,Income,UPI,Company Bonus,Delhi
TXN01307,2025-09-11,Interest,Bank Interest,Bank Interest,32929.57,Income,UPI,Company Bonus,Mumbai
TXN00587,2025-09-12,Investments,FD,FD,2255.19,Expense,Bank Transfer,SBI Mutual Fund,Pune
TXN00967,2025-09-12,Entertainment,Movies,Movies,1486.23,Expense,Credit Card,BookMyShow,Delhi
TXN01251,2025-09-12,Transport,Fuel,Fuel,127.87,Expense,Bank Transfer,Ola,Pune
TXN01283,2025-09-12,Education,Certification,Certification,1086.0,Expense,Cash,Coursera,Hyderabad
TXN00148,2025-09-13,Shopping,Personal Care,Personal Care,12260.69,Expense,Cash,Myntra,Nagpur
TXN00305,2025-09-13,Investments,Stocks,Stocks,1149.09,Expense,Credit Card,SBI,Pune
TXN00465,2025-09-13,Bills,Mobile,Mobile,2912.81,Expense,Debit Card,ACT Fibernet,Hyderabad
TXN00972,2025-09-13,Interest,Bank Interest,Bank Interest,59370.03,Income,Credit Card,Bank,Pune
TXN01139,2025-09-14,Shopping,Home,Home,910.32,Expense,Bank Transfer,Flipkart,Mumbai
TXN01340,2025-09-14,Food,Cafe,Cafe,384.56,Expense,Debit Card,Cafe Coffee Day,Pune
TXN00190,2025-09-15,Bills,Mobile,Mobile,708.87,Expense,Debit Card,Airtel,Nagpur
TXN00822,2025-09-15,Shopping,Electronics,Electronics,1738.17,Expense,Credit Card,Croma,Hyderabad
TXN00022,2025-09-16,Interest,Bank Interest,Bank Interest,24924.15,Income,UPI,Company Bonus,Mumbai
TXN00113,2025-09-16,Freelance,Project Income,Project Income,30291.62,Income,Credit Card,Bank,Bengaluru
TXN00886,2025-09-16,Bills,Internet,Internet,505.48,Expense,Credit Card,Jio,Pune
TXN01371,2025-09-16,Transport,Cab,Cab,1629.5,Expense,Bank Transfer,Indian Oil,Mumbai
TXN00283,2025-09-17,Transport,Fuel,Fuel,110.31,Expense,Bank Transfer,HP Petrol,Bengaluru
TXN00346,2025-09-17,Investments,FD,FD,1460.36,Expense,Debit Card,SBI,Delhi
TXN00692,2025-09-17,Bills,Electricity,Electricity,1689.63,Expense,Bank Transfer,MSEDCL,Mumbai
TXN00764,2025-09-17,Food,Cafe,Cafe,986.14,Expense,Credit Card,Cafe Coffee Day,Nagpur
TXN00297,2025-09-18,Travel,Vacation,Vacation,4233.87,Expense,Cash,OYO,Nagpur
TXN00141,2025-09-21,Investments,SIP,SIP,2390.48,Expense,Credit Card,Zerodha,Bengaluru
TXN00944,2025-09-21,Investments,FD,FD,10065.7,Expense,Debit Card,SBI,Hyderabad
TXN00596,2025-09-22,Shopping,Clothing,Clothing,10755.26,Expense,Debit Card,Flipkart,Delhi
TXN00762,2025-09-22,Bills,Internet,Internet,3522.61,Expense,Bank Transfer,Airtel,Delhi
TXN00446,2025-09-24,Bills,Utilities,Utilities,490.16,Expense,Debit Card,Jio,Mumbai
TXN01044,2025-09-24,Investments,Stocks,Stocks,19616.31,Expense,Bank Transfer,HDFC Securities,Nagpur
TXN00154,2025-09-25,Bills,Internet,Internet,3694.23,Expense,Bank Transfer,MSEDCL,Bengaluru
TXN00222,2025-09-25,Shopping,Clothing,Clothing,754.61,Expense,Credit Card,Myntra,Bengaluru
TXN00366,2025-09-25,Investments,Stocks,Stocks,5357.35,Expense,Bank Transfer,SBI Mutual Fund,Bengaluru
TXN00597,2025-09-25,Travel,Flights,Flights,12852.21,Expense,Debit Card,IndiGo,Nagpur
TXN01122,2025-09-25,Entertainment,Games,Games,360.62,Expense,Debit Card,Netflix,Nagpur
TXN00049,2025-09-26,Entertainment,Games,Games,495.42,Expense,Debit Card,Netflix,Bengaluru
TXN01288,2025-09-26,Shopping,Electronics,Electronics,7978.38,Expense,UPI,Croma,Delhi
TXN00753,2025-09-27,Entertainment,Games,Games,2089.59,Expense,Cash,Spotify,Pune
TXN00785,2025-09-27,Investments,Stocks,Stocks,14224.29,Expense,Cash,HDFC Securities,Hyderabad
TXN01060,2025-09-27,Salary,Monthly Salary,Monthly Salary,52068.04,Income,Cash,Employer,Hyderabad
TXN01111,2025-09-27,Shopping,Personal Care,Personal Care,2205.82,Expense,Bank Transfer,Myntra,Nagpur
TXN00903,2025-09-28,Food,Restaurant,Restaurant,1643.55,Expense,Bank Transfer,Reliance Fresh,Mumbai
TXN00907,2025-09-28,Health,Doctor,Doctor,4403.29,Expense,Bank Transfer,Local Clinic,Delhi
TXN01161,2025-09-28,Investments,SIP,SIP,1546.84,Expense,Credit Card,HDFC Securities,Delhi
TXN00052,2025-09-29,Entertainment,Movies,Movies,1336.27,Expense,Debit Card,BookMyShow,Bengaluru
TXN00172,2025-09-29,Investments,Stocks,Stocks,3837.19,Expense,Cash,Zerodha,Hyderabad
TXN00797,2025-09-30,Shopping,Personal Care,Personal Care,5117.56,Expense,UPI,Myntra,Pune
TXN00985,2025-09-30,Transport,Cab,Cab,77.89,Expense,Debit Card,Indian Oil,Nagpur
TXN01291,2025-09-30,Bills,Utilities,Utilities,2893.35,Expense,Bank Transfer,ACT Fibernet,Pune
TXN00454,2025-10-01,Food,Groceries,Groceries,2353.03,Expense,Cash,Zomato,Bengaluru
TXN00793,2025-10-01,Transport,Fuel,Fuel,102.85,Expense,UPI,Ola,Hyderabad
TXN01458,2025-10-01,Shopping,Home,Home,1419.05,Expense,Cash,Flipkart,Bengaluru
TXN00682,2025-10-02,Transport,Cab,Cab,450.79,Expense,UPI,Uber,Mumbai
TXN01190,2025-10-02,Entertainment,Streaming,Streaming,1542.48,Expense,Bank Transfer,Steam,Pune
TXN01476,2025-10-02,Transport,Public Transport,Public Transport,134.92,Expense,Debit Card,Uber,Mumbai
TXN00589,2025-10-03,Transport,Parking,Parking,364.49,Expense,Bank Transfer,Uber,Nagpur
TXN00880,2025-10-04,Investments,FD,FD,13138.46,Expense,UPI,HDFC Securities,Hyderabad
TXN01094,2025-10-04,Transport,Fuel,Fuel,1149.06,Expense,UPI,Indian Oil,Pune
TXN01374,2025-10-04,Shopping,Clothing,Clothing,1760.38,Expense,Bank Transfer,Amazon,Hyderabad
TXN01489,2025-10-04,Food,Groceries,Groceries,522.2,Expense,Cash,Reliance Fresh,Hyderabad
TXN01498,2025-10-04,Entertainment,Movies,Movies,158.23,Expense,Debit Card,Netflix,Bengaluru
TXN00307,2025-10-05,Bills,Utilities,Utilities,731.54,Expense,Debit Card,Jio,Hyderabad
TXN00806,2025-10-05,Interest,Bank Interest,Bank Interest,50973.12,Income,Debit Card,Company Bonus,Mumbai
TXN01017,2025-10-05,Shopping,Home,Home,6291.67,Expense,Bank Transfer,Myntra,Mumbai
TXN01367,2025-10-05,Entertainment,Games,Games,151.36,Expense,Bank Transfer,Netflix,Bengaluru
TXN00781,2025-10-06,Transport,Public Transport,Public Transport,1614.31,Expense,UPI,Indian Oil,Bengaluru
TXN01491,2025-10-06,Transport,Public Transport,Public Transport,161.52,Expense,Cash,Ola,Delhi
TXN01002,2025-10-07,Education,Course,Course,1084.15,Expense,Cash,Skill Course,Hyderabad
TXN01354,2025-10-07,Entertainment,Movies,Movies,1236.38,Expense,Debit Card,Steam,Hyderabad
TXN00360,2025-10-08,Food,Groceries,Groceries,150.72,Expense,UPI,Reliance Fresh,Mumbai
TXN00419,2025-10-08,Salary,Monthly Salary,Monthly Salary,64403.2,Income,Credit Card,Company Bonus,Pune
TXN00899,2025-10-08,Bills,Mobile,Mobile,401.19,Expense,Cash,Jio,Hyderabad
TXN00803,2025-10-09,Shopping,Personal Care,Personal Care,327.07,Expense,Bank Transfer,Flipkart,Nagpur
TXN01437,2025-10-09,Food,Food Delivery,Food Delivery,1334.63,Expense,UPI,Zomato,Nagpur
TXN00982,2025-10-10,Transport,Parking,Parking,53.94,Expense,Debit Card,Uber,Bengaluru
TXN00501,2025-10-11,Shopping,Home,Home,2500.04,Expense,Debit Card,Amazon,Nagpur
TXN00835,2025-10-11,Food,Groceries,Groceries,1123.17,Expense,Credit Card,Zomato,Hyderabad
TXN01010,2025-10-11,Travel,Hotel,Hotel,1506.49,Expense,Debit Card,OYO,Hyderabad
TXN00136,2025-10-12,Entertainment,Events,Events,1094.9,Expense,UPI,BookMyShow,Bengaluru
TXN01112,2025-10-12,Shopping,Electronics,Electronics,9995.39,Expense,Credit Card,Amazon,Pune
TXN01408,2025-10-13,Health,Pharmacy,Pharmacy,429.15,Expense,Credit Card,Apollo Pharmacy,Bengaluru
TXN00560,2025-10-15,Entertainment,Games,Games,458.71,Expense,Debit Card,BookMyShow,Hyderabad
TXN00656,2025-10-15,Shopping,Electronics,Electronics,1092.11,Expense,UPI,Flipkart,Delhi
TXN01237,2025-10-15,Education,Certification,Certification,2590.65,Expense,Credit Card,Coursera,Pune
TXN01424,2025-10-15,Shopping,Clothing,Clothing,1148.0,Expense,Cash,Amazon,Mumbai
TXN00055,2025-10-16,Entertainment,Streaming,Streaming,2576.07,Expense,Cash,BookMyShow,Pune
TXN00107,2025-10-16,Salary,Monthly Salary,Monthly Salary,47459.58,Income,Cash,Freelance Client,Delhi
TXN00354,2025-10-16,Interest,Bank Interest,Bank Interest,28889.52,Income,Cash,Freelance Client,Delhi
TXN00719,2025-10-16,Travel,Hotel,Hotel,1224.79,Expense,Credit Card,IRCTC,Mumbai
TXN01032,2025-10-16,Investments,SIP,SIP,4970.94,Expense,Cash,Zerodha,Pune
TXN00415,2025-10-17,Bonus,Performance Bonus,Performance Bonus,47995.66,Income,UPI,Company Bonus,Pune
TXN00422,2025-10-17,Freelance,Project Income,Project Income,33400.83,Income,UPI,Company Bonus,Nagpur
TXN00470,2025-10-17,Bills,Utilities,Utilities,1072.4,Expense,Bank Transfer,ACT Fibernet,Delhi
TXN00673,2025-10-18,Bills,Mobile,Mobile,947.92,Expense,Credit Card,MSEDCL,Hyderabad
TXN00693,2025-10-19,Food,Cafe,Cafe,1859.33,Expense,Credit Card,Cafe Coffee Day,Bengaluru
TXN01076,2025-10-19,Food,Cafe,Cafe,1586.62,Expense,Bank Transfer,Reliance Fresh,Delhi
TXN00174,2025-10-20,Salary,Monthly Salary,Monthly Salary,45451.01,Income,UPI,Employer,Nagpur
TXN01444,2025-10-20,Food,Groceries,Groceries,199.3,Expense,Credit Card,Swiggy,Delhi
TXN00386,2025-10-21,Entertainment,Streaming,Streaming,1126.27,Expense,UPI,Steam,Hyderabad
TXN00450,2025-10-21,Health,Doctor,Doctor,379.7,Expense,Debit Card,Practo,Delhi
TXN00611,2025-10-21,Investments,Stocks,Stocks,10615.11,Expense,UPI,SBI,Hyderabad
TXN00417,2025-10-22,Transport,Parking,Parking,129.78,Expense,Bank Transfer,Ola,Hyderabad
TXN00011,2025-10-23,Health,Fitness,Fitness,1610.7,Expense,UPI,Apollo Pharmacy,Bengaluru
TXN00507,2025-10-23,Shopping,Electronics,Electronics,3101.48,Expense,Credit Card,Flipkart,Delhi
TXN00854,2025-10-23,Food,Food Delivery,Food Delivery,103.44,Expense,UPI,Zomato,Delhi
TXN01246,2025-10-23,Interest,Bank Interest,Bank Interest,27838.32,Income,Debit Card,Employer,Nagpur
TXN01267,2025-10-23,Food,Groceries,Groceries,371.7,Expense,UPI,Cafe Coffee Day,Mumbai
TXN01270,2025-10-23,Bills,Internet,Internet,2126.7,Expense,Cash,MSEDCL,Delhi
TXN00820,2025-10-25,Bills,Utilities,Utilities,361.17,Expense,Credit Card,Airtel,Nagpur
TXN01327,2025-10-25,Travel,Flights,Flights,2334.02,Expense,UPI,IndiGo,Pune
TXN00958,2025-10-26,Food,Food Delivery,Food Delivery,262.19,Expense,Credit Card,Cafe Coffee Day,Delhi
TXN01030,2025-10-26,Bonus,Performance Bonus,Performance Bonus,62794.53,Income,Debit Card,Company Bonus,Delhi
TXN01383,2025-10-26,Entertainment,Movies,Movies,286.32,Expense,Credit Card,Steam,Mumbai
TXN00399,2025-10-27,Bills,Electricity,Electricity,1720.29,Expense,Bank Transfer,ACT Fibernet,Mumbai
TXN00545,2025-10-27,Bills,Internet,Internet,447.72,Expense,Debit Card,Airtel,Pune
TXN00654,2025-10-27,Freelance,Project Income,Project Income,30027.71,Income,Cash,Employer,Mumbai
TXN00357,2025-10-29,Investments,Mutual Fund,Mutual Fund,13449.04,Expense,Cash,HDFC Securities,Hyderabad
TXN00576,2025-10-29,Food,Groceries,Groceries,508.95,Expense,Debit Card,Zomato,Bengaluru
TXN00320,2025-10-30,Investments,Mutual Fund,Mutual Fund,3880.43,Expense,Cash,SBI Mutual Fund,Bengaluru
TXN01121,2025-10-30,Freelance,Project Income,Project Income,34627.41,Income,Debit Card,Employer,Hyderabad
TXN00508,2025-10-31,Education,Certification,Certification,2399.42,Expense,Bank Transfer,Amazon Books,Delhi
TXN01355,2025-10-31,Bills,Internet,Internet,1722.09,Expense,Credit Card,Jio,Delhi
TXN00397,2025-11-01,Food,Restaurant,Restaurant,1486.76,Expense,Debit Card,Reliance Fresh,Pune
TXN01003,2025-11-01,Bills,Mobile,Mobile,314.08,Expense,Bank Transfer,Jio,Pune
TXN00195,2025-11-02,Entertainment,Events,Events,1043.77,Expense,Cash,Steam,Hyderabad
TXN00658,2025-11-02,Bills,Mobile,Mobile,538.06,Expense,Cash,ACT Fibernet,Hyderabad
TXN00711,2025-11-02,Salary,Monthly Salary,Monthly Salary,31540.55,Income,UPI,Bank,Bengaluru
TXN00816,2025-11-02,Interest,Bank Interest,Bank Interest,60028.46,Income,UPI,Bank,Pune
TXN01170,2025-11-02,Entertainment,Games,Games,321.07,Expense,Credit Card,BookMyShow,Hyderabad
TXN00837,2025-11-03,Travel,Flights,Flights,1242.32,Expense,Debit Card,IndiGo,Delhi
TXN00838,2025-11-03,Investments,FD,FD,1163.3,Expense,Cash,Zerodha,Nagpur
TXN01123,2025-11-03,Investments,SIP,SIP,16487.18,Expense,Cash,HDFC Securities,Delhi
TXN00003,2025-11-05,Travel,Flights,Flights,1856.0,Expense,Bank Transfer,IRCTC,Nagpur
TXN00217,2025-11-05,Bills,Internet,Internet,2587.17,Expense,Bank Transfer,Airtel,Nagpur
TXN00570,2025-11-05,Travel,Vacation,Vacation,24293.4,Expense,Debit Card,IRCTC,Delhi
TXN00385,2025-11-07,Food,Restaurant,Restaurant,603.88,Expense,UPI,Zomato,Nagpur
TXN00649,2025-11-07,Interest,Bank Interest,Bank Interest,48465.59,Income,Credit Card,Employer,Delhi
TXN00873,2025-11-07,Interest,Bank Interest,Bank Interest,26236.49,Income,Cash,Employer,Pune
TXN01195,2025-11-07,Bills,Mobile,Mobile,2355.66,Expense,Debit Card,MSEDCL,Bengaluru
TXN01282,2025-11-07,Shopping,Home,Home,408.61,Expense,Debit Card,Myntra,Delhi
TXN01366,2025-11-07,Transport,Parking,Parking,92.31,Expense,Debit Card,Indian Oil,Hyderabad
TXN00133,2025-11-09,Salary,Monthly Salary,Monthly Salary,58974.06,Income,Credit Card,Company Bonus,Mumbai
